date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:10:37	42272/42272	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:04:01%20GMT	http://7oroof.com/demos/babette/our-story.html	C:/Template/Damai/7oroof.com/demos/babette/our-story.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:37	40203/40203	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:04:01%20GMT	http://7oroof.com/demos/babette/our-chefs.html	C:/Template/Damai/7oroof.com/demos/babette/our-chefs.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:37	33911/33911	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:04:00%20GMT	http://7oroof.com/demos/babette/our-guestbook.html	C:/Template/Damai/7oroof.com/demos/babette/our-guestbook.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:38	23124/23124	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:43%20GMT	http://7oroof.com/demos/babette/contacts.html	C:/Template/Damai/7oroof.com/demos/babette/contacts.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:38	23480/23480	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:44%20GMT	http://7oroof.com/demos/babette/events.html	C:/Template/Damai/7oroof.com/demos/babette/events.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:39	30145/30145	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:43%20GMT	http://7oroof.com/demos/babette/event-single.html	C:/Template/Damai/7oroof.com/demos/babette/event-single.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:39	27695/27695	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:46%20GMT	http://7oroof.com/demos/babette/faqs.html	C:/Template/Damai/7oroof.com/demos/babette/faqs.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:39	41387/41387	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:58%20GMT	http://7oroof.com/demos/babette/menu-classic.html	C:/Template/Damai/7oroof.com/demos/babette/menu-classic.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:40	39313/39313	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:58%20GMT	http://7oroof.com/demos/babette/menu-mixed.html	C:/Template/Damai/7oroof.com/demos/babette/menu-mixed.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:41	43543/43543	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:55%20GMT	http://7oroof.com/demos/babette/menu-board.html	C:/Template/Damai/7oroof.com/demos/babette/menu-board.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:41	28139/28139	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:57%20GMT	http://7oroof.com/demos/babette/menu-gallery.html	C:/Template/Damai/7oroof.com/demos/babette/menu-gallery.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:42	24544/24544	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:48%20GMT	http://7oroof.com/demos/babette/gallery-grid.html	C:/Template/Damai/7oroof.com/demos/babette/gallery-grid.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:42	26375/26375	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:46%20GMT	http://7oroof.com/demos/babette/gallery-fullwidth.html	C:/Template/Damai/7oroof.com/demos/babette/gallery-fullwidth.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:42	25566/25566	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:37%20GMT	http://7oroof.com/demos/babette/blog-carousel.html	C:/Template/Damai/7oroof.com/demos/babette/blog-carousel.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:43	30365/30365	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:37%20GMT	http://7oroof.com/demos/babette/blog-grid-sidebar.html	C:/Template/Damai/7oroof.com/demos/babette/blog-grid-sidebar.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:43	25890/25890	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:40%20GMT	http://7oroof.com/demos/babette/blog-grid.html	C:/Template/Damai/7oroof.com/demos/babette/blog-grid.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:43	28480/28480	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:42%20GMT	http://7oroof.com/demos/babette/blog-standard.html	C:/Template/Damai/7oroof.com/demos/babette/blog-standard.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:44	31131/31131	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:03:41%20GMT	http://7oroof.com/demos/babette/blog-single-post.html	C:/Template/Damai/7oroof.com/demos/babette/blog-single-post.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:44	30549/30549	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:04:04%20GMT	http://7oroof.com/demos/babette/shop.html	C:/Template/Damai/7oroof.com/demos/babette/shop.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:44	36199/36199	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:04:02%20GMT	http://7oroof.com/demos/babette/shop-sidebar.html	C:/Template/Damai/7oroof.com/demos/babette/shop-sidebar.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:45	28801/28801	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:04:04%20GMT	http://7oroof.com/demos/babette/shop-single-product.html	C:/Template/Damai/7oroof.com/demos/babette/shop-single-product.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:45	41299/41299	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:04:06%20GMT	http://7oroof.com/demos/babette/shopping-cart.html	C:/Template/Damai/7oroof.com/demos/babette/shopping-cart.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:45	29940/29940	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Jan%202021%2020:04:03%20GMT	http://7oroof.com/demos/babette/reservation.html	C:/Template/Damai/7oroof.com/demos/babette/reservation.html	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:55	47104/47104	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:46%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/9.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/9.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:10:57	52336/52336	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:38%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/10.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/10.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:05	56914/56914	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:39%20GMT	http://7oroof.com/demos/babette/assets/images/gallery/11.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/gallery/11.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:12	176127/176127	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:06:17%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/18.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/18.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:19	176947/176947	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:05:56%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/15.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/15.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:21	299983/299983	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:06:24%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/17.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/17.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:27	4805/4805	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Jan%202021%2020:05:02%20GMT	http://7oroof.com/demos/babette/assets/js/google-map.js	C:/Template/Damai/7oroof.com/demos/babette/assets/js/google-map.js	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:29	1375/1375	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:13:10%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/pattern/4.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/pattern/4.png	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:33	75051/75051	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:32%20GMT	http://7oroof.com/demos/babette/assets/images/features/1.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/features/1.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:41	96849/96849	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:33%20GMT	http://7oroof.com/demos/babette/assets/images/features/3.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/features/3.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:41	152740/152740	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:08:38%20GMT	http://7oroof.com/demos/babette/assets/images/features/2.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/features/2.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:44	6469/6469	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:53%20GMT	http://7oroof.com/demos/babette/assets/images/logo/footer-logo.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/logo/footer-logo.png	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:44	123684/123684	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:46%20GMT	http://7oroof.com/demos/babette/assets/images/blog/grid/7.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/grid/7.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:47	46732/46732	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:43%20GMT	http://7oroof.com/demos/babette/assets/images/blog/grid/8.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/grid/8.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:52	62886/62886	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Jan%202021%2020:13:48%20GMT	http://7oroof.com/demos/babette/assets/images/blog/grid/9.jpg	C:/Template/Damai/7oroof.com/demos/babette/assets/images/blog/grid/9.jpg	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:54	7577/7577	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Jan%202021%2020:05:03%20GMT	http://7oroof.com/demos/babette/assets/js/main.js	C:/Template/Damai/7oroof.com/demos/babette/assets/js/main.js	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:54	86927/86927	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Jan%202021%2020:05:07%20GMT	http://7oroof.com/demos/babette/assets/js/jquery-3.3.1.min.js	C:/Template/Damai/7oroof.com/demos/babette/assets/js/jquery-3.3.1.min.js	(from http://7oroof.com/demos/babette/home-cafe.html)
15:11:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2008:11:52%20GMT	http://7oroof.com/demos/babette/assets/css/images/ui-icons_444444_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_444444_256x240.32.delayed	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:11:57	39331/39331	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2008:11:55%20GMT	https://7oroof.com/demos/babette/assets/css/images/ui-icons_444444_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_444444_256x240.33.delayed	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:11:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2008:11:56%20GMT	http://7oroof.com/demos/babette/assets/css/images/ui-icons_555555_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_555555_256x240.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:11:59	39331/39331	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2008:11:57%20GMT	https://7oroof.com/demos/babette/assets/css/images/ui-icons_555555_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_555555_256x240.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2008:11:58%20GMT	http://7oroof.com/demos/babette/assets/css/images/ui-icons_ffffff_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_ffffff_256x240.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:01	39331/39331	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2008:11:59%20GMT	https://7oroof.com/demos/babette/assets/css/images/ui-icons_ffffff_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_ffffff_256x240.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2008:12:00%20GMT	http://7oroof.com/demos/babette/assets/css/images/ui-icons_777620_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_777620_256x240.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:03	39331/39331	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2008:12:01%20GMT	https://7oroof.com/demos/babette/assets/css/images/ui-icons_777620_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_777620_256x240.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2008:12:02%20GMT	http://7oroof.com/demos/babette/assets/css/images/ui-icons_cc0000_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_cc0000_256x240.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:04	252880/252880	---M--	200	added ('OK')	application/javascript	date:Fri,%2029%20Jan%202021%2020:05:08%20GMT	http://7oroof.com/demos/babette/assets/js/plugins.js	C:/Template/Damai/7oroof.com/demos/babette/assets/js/plugins.js	(from http://7oroof.com/demos/babette/home-cafe.html)
15:12:04	39331/39331	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2008:12:02%20GMT	https://7oroof.com/demos/babette/assets/css/images/ui-icons_cc0000_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_cc0000_256x240.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2008:12:04%20GMT	http://7oroof.com/demos/babette/assets/css/images/ui-icons_777777_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_777777_256x240.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:06	39331/39331	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2008:12:04%20GMT	https://7oroof.com/demos/babette/assets/css/images/ui-icons_777777_256x240.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/images/ui-icons_777777_256x240.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Nov%202022%2008:12:05%20GMT	http://7oroof.com/demos/babette/assets/css/owl.video.play.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/owl.video.play.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:08	39331/39331	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Nov%202022%2008:12:06%20GMT	https://7oroof.com/demos/babette/assets/css/owl.video.play.png	C:/Template/Damai/7oroof.com/demos/babette/assets/css/owl.video.play.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:08	274/274	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:50%20GMT	http://7oroof.com/demos/babette/assets/images/lightbox/close.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/lightbox/close.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:08	8476/8476	---M--	200	added ('OK')	image/gif	date:Fri,%2029%20Jan%202021%2020:08:50%20GMT	http://7oroof.com/demos/babette/assets/images/lightbox/loading.gif	C:/Template/Damai/7oroof.com/demos/babette/assets/images/lightbox/loading.gif	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:09	1333/1333	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:51%20GMT	http://7oroof.com/demos/babette/assets/images/lightbox/prev.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/lightbox/prev.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:09	1339/1339	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:50%20GMT	http://7oroof.com/demos/babette/assets/images/lightbox/next.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/lightbox/next.png	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:23	77160/77160	---M--	200	added ('OK')	font/woff2	date:Fri,%2029%20Jan%202021%2020:04:51%20GMT	http://7oroof.com/demos/babette/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Template/Damai/7oroof.com/demos/babette/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:26	98024/98024	---M--	200	added ('OK')	font/woff	date:Fri,%2029%20Jan%202021%2020:04:48%20GMT	http://7oroof.com/demos/babette/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Template/Damai/7oroof.com/demos/babette/assets/fonts/fontawesome-webfont3e6e.woff	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:33	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Jan%202021%2020:04:42%20GMT	http://7oroof.com/demos/babette/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Template/Damai/7oroof.com/demos/babette/assets/fonts/fontawesome-webfont3e6e.eot	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:34	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Jan%202021%2020:05:00%20GMT	http://7oroof.com/demos/babette/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Template/Damai/7oroof.com/demos/babette/assets/fonts/fontawesome-webfont3e6e.svg	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:35	1576/1576	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Jan%202021%2020:04:59%20GMT	http://7oroof.com/demos/babette/assets/fonts/icomoon.eot?qw7ew	C:/Template/Damai/7oroof.com/demos/babette/assets/fonts/icomoonf857.eot	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:35	1412/1412	---M--	200	added ('OK')	font/ttf	date:Fri,%2029%20Jan%202021%2020:05:00%20GMT	http://7oroof.com/demos/babette/assets/fonts/icomoon.ttf?qw7ew	C:/Template/Damai/7oroof.com/demos/babette/assets/fonts/icomoonf857.ttf	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:35	1488/1488	---M--	200	added ('OK')	font/woff	date:Fri,%2029%20Jan%202021%2020:05:01%20GMT	http://7oroof.com/demos/babette/assets/fonts/icomoon.woff?qw7ew	C:/Template/Damai/7oroof.com/demos/babette/assets/fonts/icomoonf857.woff	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:36	2189/2189	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Jan%202021%2020:04:59%20GMT	http://7oroof.com/demos/babette/assets/fonts/icomoon.svg?qw7ew	C:/Template/Damai/7oroof.com/demos/babette/assets/fonts/icomoonf857.svg	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:36	582/582	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:09:22%20GMT	http://7oroof.com/demos/babette/assets/images/shapes/shape1.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shapes/shape1.png	(from http://7oroof.com/demos/babette/assets/css/style.css)
15:12:36	650/650	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:09:22%20GMT	http://7oroof.com/demos/babette/assets/images/shapes/1.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shapes/1.png	(from http://7oroof.com/demos/babette/assets/css/style.css)
15:12:37	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Jan%202021%2020:04:42%20GMT	http://7oroof.com/demos/babette/assets/fonts/fontawesome-webfont.eot?	C:/Template/Damai/7oroof.com/demos/babette/assets/fonts/fontawesome-webfontd41d.eot	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:37	7167/7167	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:09:23%20GMT	http://7oroof.com/demos/babette/assets/images/shapes/shape2.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/shapes/shape2.png	(from http://7oroof.com/demos/babette/assets/css/style.css)
15:12:53	94455/94455	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:13:08%20GMT	http://7oroof.com/demos/babette/assets/images/backgrounds/pattern/2.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/backgrounds/pattern/2.png	(from http://7oroof.com/demos/babette/index.html)
15:12:54	3135/3135	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:05:10%20GMT	http://7oroof.com/demos/babette/assets/images/about/signature.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/about/signature.png	(from http://7oroof.com/demos/babette/index.html)
15:12:54	165548/165548	---M--	200	added ('OK')	font/ttf	date:Fri,%2029%20Jan%202021%2020:04:45%20GMT	http://7oroof.com/demos/babette/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Template/Damai/7oroof.com/demos/babette/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://7oroof.com/demos/babette/assets/css/libraries.css)
15:12:56	4121/4121	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:22%20GMT	http://7oroof.com/demos/babette/assets/images/clients/1.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/clients/1.png	(from http://7oroof.com/demos/babette/index.html)
15:12:57	5365/5365	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:22%20GMT	http://7oroof.com/demos/babette/assets/images/clients/2.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/clients/2.png	(from http://7oroof.com/demos/babette/index.html)
15:12:58	5557/5557	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:23%20GMT	http://7oroof.com/demos/babette/assets/images/clients/3.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/clients/3.png	(from http://7oroof.com/demos/babette/index.html)
15:13:00	5819/5819	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:24%20GMT	http://7oroof.com/demos/babette/assets/images/clients/4.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/clients/4.png	(from http://7oroof.com/demos/babette/index.html)
15:13:01	4861/4861	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Jan%202021%2020:08:24%20GMT	http://7oroof.com/demos/babette/assets/images/clients/5.png	C:/Template/Damai/7oroof.com/demos/babette/assets/images/clients/5.png	(from http://7oroof.com/demos/babette/index.html)
